epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
259,4663.24,0.61354,1.56087,0.51947,1.01472,0.46501,0.48485,0.34866,0.14196,0.30284,0.42424,0.28713,0.08693,2.12687,4.40463,2.65034,2.31702,0.0002972,0.0002972,0.0002972
260,4680.94,0.63648,1.69991,0.51184,1.0219,0.43754,0.48485,0.35229,0.14468,0.31374,0.42424,0.28733,0.09113,2.13679,4.36644,2.66035,2.31525,0.0002906,0.0002906,0.0002906
261,4698.57,0.56894,1.59642,0.47967,0.97946,0.37424,0.45455,0.28514,0.122,0.32376,0.39394,0.25327,0.08669,2.1307,4.25027,2.71945,2.29156,0.000284,0.000284,0.000284
262,4716.49,0.6106,1.54381,0.4963,0.99138,0.35916,0.48485,0.32109,0.11583,0.28176,0.39394,0.25915,0.0758,2.14618,4.27106,2.70968,2.27367,0.0002774,0.0002774,0.0002774
263,4734.39,0.57539,1.57204,0.46734,0.97877,0.37677,0.39394,0.28729,0.11715,0.27589,0.42424,0.24835,0.0756,2.11942,4.17168,2.76739,2.20014,0.0002708,0.0002708,0.0002708
264,4752.37,0.58292,1.61218,0.47286,0.98604,0.31294,0.45455,0.28918,0.12234,0.26405,0.39394,0.24755,0.07484,2.10398,4.13818,2.80103,2.17184,0.0002642,0.0002642,0.0002642
265,4770.14,0.58336,1.60733,0.48652,0.97898,0.33539,0.39394,0.27354,0.11434,0.28371,0.40824,0.25957,0.07564,2.1083,4.26773,2.82783,2.17368,0.0002576,0.0002576,0.0002576
266,4787.62,0.62213,1.62902,0.51382,1.03252,0.35055,0.42424,0.2678,0.11437,0.31699,0.39394,0.25884,0.07637,2.1168,4.34032,2.90715,2.18602,0.000251,0.000251,0.000251
267,4805.86,0.6096,1.58855,0.50747,0.98819,0.33982,0.42424,0.28125,0.12377,0.30887,0.39394,0.27387,0.08182,2.11086,4.44327,2.92511,2.22335,0.0002444,0.0002444,0.0002444
268,4823.81,0.56993,1.53258,0.48173,0.98445,0.32649,0.41149,0.28669,0.12047,0.33498,0.33333,0.27597,0.07681,2.11512,4.48413,2.93078,2.23429,0.0002378,0.0002378,0.0002378
269,4841.33,0.6044,1.52398,0.50634,1.00587,0.32433,0.36364,0.29826,0.12023,0.44773,0.27273,0.28967,0.08043,2.11836,4.41812,2.93295,2.22704,0.0002312,0.0002312,0.0002312
270,4858.96,0.61998,1.54757,0.5213,1.01647,0.41038,0.30303,0.28442,0.11117,0.41038,0.30303,0.28207,0.07557,2.10921,4.42647,2.96018,2.21533,0.0002246,0.0002246,0.0002246
271,4876.55,0.55967,1.48073,0.48319,1.00022,0.33854,0.39394,0.28869,0.11296,0.33854,0.39394,0.28223,0.07792,2.10052,4.42216,2.96041,2.20447,0.000218,0.000218,0.000218
272,4894.2,0.55234,1.56586,0.46726,0.97105,0.34001,0.39394,0.29762,0.11199,0.34001,0.39394,0.29293,0.08442,2.08154,4.28534,2.95462,2.18504,0.0002114,0.0002114,0.0002114
273,4911.86,0.57137,1.43487,0.48006,1.00687,0.33398,0.36364,0.31336,0.1164,0.30567,0.33352,0.28332,0.08362,2.09878,4.26033,2.93568,2.21174,0.0002048,0.0002048,0.0002048
274,4929.51,0.57561,1.60909,0.48145,0.99915,0.38169,0.36364,0.33035,0.11955,0.30808,0.30303,0.28063,0.08794,2.09012,4.25233,2.92267,2.19323,0.0001982,0.0001982,0.0001982
275,4947.18,0.58984,1.63674,0.50034,0.9984,0.40067,0.3851,0.32898,0.11697,0.32649,0.30303,0.27656,0.08812,2.10985,4.31298,2.91445,2.2176,0.0001916,0.0001916,0.0001916
276,4964.78,0.5944,1.42081,0.49059,1.01122,0.41271,0.38354,0.33329,0.12089,0.3305,0.30303,0.27757,0.09217,2.13983,4.38928,2.89558,2.25609,0.000185,0.000185,0.000185
277,4982.5,0.54772,1.43481,0.45542,0.96497,0.34119,0.39394,0.33479,0.12279,0.35562,0.33333,0.30182,0.09495,2.15236,4.56232,2.87688,2.2645,0.0001784,0.0001784,0.0001784
278,5000.33,0.57165,1.54025,0.47554,0.9677,0.35233,0.4287,0.34461,0.12375,0.39724,0.36364,0.34114,0.10272,2.1299,4.49118,2.87388,2.23908,0.0001718,0.0001718,0.0001718
279,5017.97,0.55775,1.43578,0.46529,0.9635,0.34936,0.43951,0.34216,0.1267,0.39967,0.33333,0.33872,0.10241,2.11631,4.51873,2.84922,2.22063,0.0001652,0.0001652,0.0001652
280,5035.48,0.57974,1.62123,0.49714,1.00526,0.40056,0.33333,0.34803,0.13632,0.40056,0.33333,0.33809,0.10163,2.10133,4.57318,2.83774,2.21199,0.0001586,0.0001586,0.0001586
281,5053.16,0.5563,1.61609,0.46016,0.97621,0.43582,0.36364,0.36134,0.13969,0.39926,0.33333,0.33821,0.10412,2.12971,4.5699,2.81748,2.24102,0.000152,0.000152,0.000152
282,5070.78,0.55055,1.46046,0.48917,0.97833,0.55103,0.30303,0.35604,0.1351,0.38423,0.33333,0.33326,0.10298,2.13476,4.52608,2.83425,2.24473,0.0001454,0.0001454,0.0001454
283,5088.5,0.58053,1.66222,0.48198,0.97005,0.41853,0.36364,0.35468,0.14548,0.38337,0.33333,0.33394,0.10435,2.14041,4.52449,2.82989,2.27066,0.0001388,0.0001388,0.0001388
284,5106.39,0.58608,1.58235,0.49361,0.98227,0.41752,0.36364,0.35946,0.1457,0.34659,0.30303,0.30543,0.10279,2.14599,4.52571,2.83763,2.27581,0.0001322,0.0001322,0.0001322
285,5124.09,0.61123,1.54699,0.50409,1.01369,0.38913,0.33333,0.33801,0.14536,0.38913,0.33333,0.33472,0.10742,2.14448,4.63307,2.79856,2.27859,0.0001256,0.0001256,0.0001256
286,5141.67,0.60041,1.73441,0.50371,1.00984,0.39615,0.358,0.34174,0.14506,0.48112,0.27273,0.32974,0.10729,2.14375,4.55265,2.79666,2.26356,0.000119,0.000119,0.000119
287,5159.47,0.56585,1.46437,0.48595,0.98254,0.31929,0.39394,0.33948,0.15051,0.33783,0.30303,0.30334,0.10784,2.17329,4.62321,2.79341,2.27358,0.0001124,0.0001124,0.0001124
288,5177.57,0.55147,1.52491,0.45502,0.97073,0.31946,0.39394,0.33924,0.14976,0.37442,0.33333,0.32975,0.11402,2.1717,4.56788,2.82526,2.26108,0.0001058,0.0001058,0.0001058
289,5195.24,0.59743,1.47389,0.49541,1.00025,0.32626,0.39394,0.34942,0.14541,0.2755,0.33333,0.30027,0.11219,2.15801,4.46382,2.84405,2.23982,9.92e-05,9.92e-05,9.92e-05
290,5213.19,0.56053,1.50779,0.49191,0.98138,0.3546,0.42424,0.35766,0.14782,0.27778,0.33333,0.2911,0.11264,2.16187,4.5464,2.82957,2.24233,9.26e-05,9.26e-05,9.26e-05
291,5230.6,0.52456,1.36058,0.55099,0.95162,0.34678,0.41838,0.35153,0.12903,0.27636,0.33333,0.29103,0.09904,2.14808,4.7143,2.8209,2.22424,8.6e-05,8.6e-05,8.6e-05
292,5248.23,0.52687,1.39698,0.52493,0.95657,0.33856,0.43447,0.34716,0.13047,0.29377,0.37832,0.30075,0.09895,2.13453,4.9647,2.85076,2.20725,7.94e-05,7.94e-05,7.94e-05
293,5265.68,0.47281,1.34474,0.46528,0.92504,0.34711,0.45117,0.34593,0.13081,0.27074,0.36364,0.29705,0.09662,2.13274,5.03737,2.87123,2.19345,7.28e-05,7.28e-05,7.28e-05
294,5282.96,0.46049,1.34466,0.43613,0.90753,0.33756,0.45455,0.35433,0.13282,0.34191,0.27273,0.30188,0.09851,2.13397,5.07469,2.87901,2.19626,6.62e-05,6.62e-05,6.62e-05
295,5300.55,0.43871,1.35634,0.45767,0.90225,0.32481,0.42278,0.34788,0.12979,0.63399,0.21212,0.27889,0.0955,2.12437,5.11064,2.89482,2.18877,5.96e-05,5.96e-05,5.96e-05
296,5318.2,0.43695,1.18873,0.42864,0.88978,0.4068,0.36364,0.36163,0.13015,0.698,0.2103,0.27254,0.08918,2.1619,5.13525,2.87485,2.24153,5.3e-05,5.3e-05,5.3e-05
297,5337.79,0.47433,1.33516,0.44629,0.92655,0.41178,0.39394,0.36333,0.13146,0.69814,0.21043,0.2714,0.08869,2.17214,5.16952,2.87889,2.24808,4.64e-05,4.64e-05,4.64e-05
298,5356.25,0.43468,1.27797,0.41149,0.91802,0.44004,0.39394,0.36903,0.1318,0.60416,0.18529,0.26706,0.08885,2.16891,5.18002,2.89963,2.23799,3.98e-05,3.98e-05,3.98e-05
299,5373.87,0.42812,1.19283,0.42466,0.92464,0.43932,0.39394,0.3719,0.13593,0.63482,0.21212,0.26453,0.08991,2.1771,5.0938,2.91243,2.23242,3.32e-05,3.32e-05,3.32e-05
300,5392.18,0.50715,1.32145,0.46065,0.94537,0.41882,0.39394,0.36108,0.13047,0.63286,0.21212,0.26267,0.08708,2.18571,5.09871,2.90749,2.23756,2.66e-05,2.66e-05,2.66e-05
